Entity,Code,Year,Renewables (TWh - equivalent)
Africa (BP),,2016,379.61700439453125
Africa (BP),,2017,412.0079650878906
Africa (BP),,2018,445.35870361328125
Africa (BP),,2019,476.19921875
Africa (BP),,2020,505.927490234375
Africa (BP),,2021,531.8013305664062
Algeria,DZA,1965,1.182795763015747
Algeria,DZA,1966,1.0497311353683472
Algeria,DZA,1967,1.2123655080795288
Algeria,DZA,1968,1.6647850275039673
Algeria,DZA,1969,1.06747305393219
Algeria,DZA,1970,1.715053915977478
Algeria,DZA,1971,0.9758063554763794
Algeria,DZA,1972,1.4637097120285034
Algeria,DZA,1973,2.2236557006835938
Algeria,DZA,1974,1.4696235656738281
Algeria,DZA,1975,0.9698925018310547
Algeria,DZA,1976,1.150268793106079
Algeria,DZA,1977,0.7954300045967102
Algeria,DZA,1978,0.7392472624778748
Algeria,DZA,1979,0.8604838848114014
Algeria,DZA,1980,0.7599460482597351
Algeria,DZA,1981,1.0822581052780151
Algeria,DZA,1982,1.4163978099822998
Algeria,DZA,1983,0.6948924660682678
Algeria,DZA,1984,1.3365590572357178
Algeria,DZA,1985,1.9102150201797485
Algeria,DZA,1986,0.7392472624778748
Algeria,DZA,1987,1.4755375385284424
Algeria,DZA,1988,0.5411291718482971
Algeria,DZA,1989,0.6682794094085693
Algeria,DZA,1990,0.39919358491897583
Algeria,DZA,1991,0.8663977384567261
Algeria,DZA,1992,0.5884408354759216
Algeria,DZA,1993,1.043817162513733
Algeria,DZA,1994,0.4908602833747864
Algeria,DZA,1995,0.5706988573074341
Algeria,DZA,1996,0.39919358491897583
Algeria,DZA,1997,0.221774160861969
Algeria,DZA,1998,0.63575279712677
Algeria,DZA,1999,0.6002689003944397
Algeria,DZA,2000,0.15967750549316406
Algeria,DZA,2001,0.20270749926567078
Algeria,DZA,2002,0.166373610496521
Algeria,DZA,2003,0.7685327529907227
Algeria,DZA,2004,0.723294734954834
Algeria,DZA,2005,1.5900535583496094
Algeria,DZA,2006,0.619159996509552
Algeria,DZA,2007,0.6390422582626343
Algeria,DZA,2008,0.7952463626861572
Algeria,DZA,2009,0.9551075100898743
Algeria,DZA,2010,0.5054252743721008
Algeria,DZA,2011,1.092754602432251
Algeria,DZA,2012,1.1398855447769165
Algeria,DZA,2013,0.347763329744339
Algeria,DZA,2014,0.6881099939346313
Algeria,DZA,2015,0.5978400111198425
Algeria,DZA,2016,0.8996238112449646
Algeria,DZA,2017,1.5408868789672852
Algeria,DZA,2018,1.9313678741455078
Algeria,DZA,2019,2.048151969909668
Algeria,DZA,2020,1.9494940042495728
Algeria,DZA,2021,1.7892791032791138
Argentina,ARG,1965,3.6226553916931152
Argentina,ARG,1966,3.669417142868042
Argentina,ARG,1967,3.757439374923706
Argentina,ARG,1968,4.428606986999512
Argentina,ARG,1969,3.9719929695129395
Argentina,ARG,1970,4.783944129943848
Argentina,ARG,1971,4.76025390625
Argentina,ARG,1972,4.686003684997559
Argentina,ARG,1973,9.054803848266602
Argentina,ARG,1974,14.963898658752441
Argentina,ARG,1975,15.565162658691406
Argentina,ARG,1976,15.0236177444458
Argentina,ARG,1977,17.25661849975586
Argentina,ARG,1978,23.110881805419922
Argentina,ARG,1979,31.815584182739258
Argentina,ARG,1980,45.087501525878906
Argentina,ARG,1981,43.70055389404297
Argentina,ARG,1982,52.3869514465332
Argentina,ARG,1983,54.95804977416992
Argentina,ARG,1984,59.14569854736328
Argentina,ARG,1985,61.45415115356445
Argentina,ARG,1986,62.58201599121094
Argentina,ARG,1987,65.13340759277344
Argentina,ARG,1988,45.513641357421875
Argentina,ARG,1989,39.3333625793457
Argentina,ARG,1990,52.80229949951172
Argentina,ARG,1991,47.34341812133789
Argentina,ARG,1992,57.085906982421875
Argentina,ARG,1993,70.58905792236328
Argentina,ARG,1994,81.00245666503906
Argentina,ARG,1995,78.75102233886719
Argentina,ARG,1996,67.18889617919922
Argentina,ARG,1997,83.18671417236328
Argentina,ARG,1998,79.04448699951172
Argentina,ARG,1999,64.20935821533203
Argentina,ARG,2000,85.83184814453125
Argentina,ARG,2001,108.7686996459961
Argentina,ARG,2002,106.33869934082031
Argentina,ARG,2003,101.06317901611328
Argentina,ARG,2004,90.7602767944336
Argentina,ARG,2005,101.106201171875
Argentina,ARG,2006,111.70710754394531
Argentina,ARG,2007,91.87158966064453
Argentina,ARG,2008,91.64098358154297
Argentina,ARG,2009,100.5770263671875
Argentina,ARG,2010,103.1913833618164
Argentina,ARG,2011,99.38709259033203
Argentina,ARG,2012,96.54039001464844
Argentina,ARG,2013,107.62355041503906
Argentina,ARG,2014,108.1662826538086
Argentina,ARG,2015,108.69596099853516
Argentina,ARG,2016,100.8253402709961
Argentina,ARG,2017,108.6148452758789
Argentina,ARG,2018,112.09361267089844
Argentina,ARG,2019,111.01527404785156
Argentina,ARG,2020,107.28355407714844
Argentina,ARG,2021,108.01448059082031
Asia,,1965,422.8903503417969
Asia,,1966,441.1156005859375
Asia,,1967,412.3150634765625
Asia,,1968,458.2580261230469
Asia,,1969,475.709716796875
Asia,,1970,487.588134765625
Asia,,1971,533.2094116210938
Asia,,1972,551.4752807617188
Asia,,1973,512.8582153320312
Asia,,1974,584.100341796875
Asia,,1975,629.3583984375
Asia,,1976,647.0686645507812
Asia,,1977,636.3238525390625
Asia,,1978,670.6554565429688
Asia,,1979,727.4788818359375
Asia,,1980,783.0204467773438
Asia,,1981,839.8400268554688
Asia,,1982,859.5090942382812
Asia,,1983,903.6756591796875
Asia,,1984,910.4208984375
Asia,,1985,1072.1607666015625
Asia,,1986,1082.7857666015625
Asia,,1987,1120.7349853515625
Asia,,1988,1283.508056640625
Asia,,1989,1316.88671875
Asia,,1990,1370.64453125
Asia,,1991,1386.5364990234375
Asia,,1992,1397.308349609375
Asia,,1993,1546.080078125
Asia,,1994,1546.125
Asia,,1995,1679.66748046875
Asia,,1996,1669.7764892578125
Asia,,1997,1675.42529296875
Asia,,1998,1776.860595703125
Asia,,1999,1745.1959228515625
Asia,,2000,1806.3026123046875
Asia,,2001,1932.991943359375
Asia,,2002,1990.62646484375
Asia,,2003,2060.3828125
Asia,,2004,2404.4111328125
Asia,,2005,2495.459228515625
Asia,,2006,2740.836669921875
Asia,,2007,2884.863525390625
Asia,,2008,3277.00048828125
Asia,,2009,3254.852294921875
Asia,,2010,3785.32763671875
Asia,,2011,3934.3779296875
Asia,,2012,4478.70654296875
Asia,,2013,4935.38623046875
Asia,,2014,5481.63623046875
Asia,,2015,5869.11376953125
Asia,,2016,6333.5126953125
Asia,,2017,6928.8486328125
Asia,,2018,7562.7060546875
Asia,,2019,8295.5595703125
Asia,,2020,8836.6279296875
Asia,,2021,9691.12890625
Asia Pacific (BP),,1965,466.3249816894531
Asia Pacific (BP),,1966,484.7170715332031
Asia Pacific (BP),,1967,456.1687927246094
Asia Pacific (BP),,1968,502.0856018066406
Asia Pacific (BP),,1969,519.6629028320312
Asia Pacific (BP),,1970,539.4915771484375
Asia Pacific (BP),,1971,594.864501953125
Asia Pacific (BP),,1972,611.6917724609375
Asia Pacific (BP),,1973,579.0169677734375
Asia Pacific (BP),,1974,652.7134399414062
Asia Pacific (BP),,1975,696.1893920898438
Asia Pacific (BP),,1976,698.3935546875
Asia Pacific (BP),,1977,680.0965576171875
Asia Pacific (BP),,1978,710.5189819335938
Asia Pacific (BP),,1979,771.7310791015625
Asia Pacific (BP),,1980,824.5518188476562
Asia Pacific (BP),,1981,878.2269897460938
Asia Pacific (BP),,1982,885.6415405273438
Asia Pacific (BP),,1983,941.44580078125
Asia Pacific (BP),,1984,946.8012084960938
Asia Pacific (BP),,1985,1011.0364990234375
Asia Pacific (BP),,1986,1038.0440673828125
Asia Pacific (BP),,1987,1035.335205078125
Asia Pacific (BP),,1988,1144.2135009765625
Asia Pacific (BP),,1989,1228.8284912109375
Asia Pacific (BP),,1990,1248.896240234375
Asia Pacific (BP),,1991,1283.8360595703125
Asia Pacific (BP),,1992,1258.0679931640625
Asia Pacific (BP),,1993,1372.8189697265625
Asia Pacific (BP),,1994,1392.847412109375
Asia Pacific (BP),,1995,1527.4908447265625
Asia Pacific (BP),,1996,1498.8853759765625
Asia Pacific (BP),,1997,1518.162353515625
Asia Pacific (BP),,1998,1617.2630615234375
Asia Pacific (BP),,1999,1611.07373046875
Asia Pacific (BP),,2000,1686.8328857421875
Asia Pacific (BP),,2001,1824.9500732421875
Asia Pacific (BP),,2002,1856.9512939453125
Asia Pacific (BP),,2003,1905.189453125
Asia Pacific (BP),,2004,2221.6650390625
Asia Pacific (BP),,2005,2326.583740234375
Asia Pacific (BP),,2006,2562.179443359375
Asia Pacific (BP),,2007,2733.6875
Asia Pacific (BP),,2008,3194.70654296875
Asia Pacific (BP),,2009,3181.931884765625
Asia Pacific (BP),,2010,3650.059814453125
Asia Pacific (BP),,2011,3824.326904296875
Asia Pacific (BP),,2012,4346.27294921875
Asia Pacific (BP),,2013,4826.9072265625
Asia Pacific (BP),,2014,5441.2236328125
Asia Pacific (BP),,2015,5748.337890625
Asia Pacific (BP),,2016,6215.58740234375
Asia Pacific (BP),,2017,6790.9658203125
Asia Pacific (BP),,2018,7474.15576171875
Asia Pacific (BP),,2019,8070.009765625
Asia Pacific (BP),,2020,8680.0029296875
Asia Pacific (BP),,2021,9629.033203125
Australia,AUS,1965,23.68341827392578
Australia,AUS,1966,22.62579917907715
Australia,AUS,1967,23.415969848632812
Australia,AUS,1968,24.409746170043945
Australia,AUS,1969,26.57586097717285
Australia,AUS,1970,30.90777587890625
Australia,AUS,1971,34.8669319152832
Australia,AUS,1972,35.05684280395508
Australia,AUS,1973,37.408058166503906
Australia,AUS,1974,42.39448547363281
Australia,AUS,1975,45.58405303955078
Australia,AUS,1976,43.39783477783203
Australia,AUS,1977,41.41876983642578
Australia,AUS,1978,44.68769073486328
Australia,AUS,1979,43.459774017333984
Australia,AUS,1980,41.04957962036133
Australia,AUS,1981,42.29227828979492
Australia,AUS,1982,39.40891647338867
Australia,AUS,1983,37.22533416748047
Australia,AUS,1984,40.22105026245117
Australia,AUS,1985,42.677581787109375
Australia,AUS,1986,42.94255065917969
Australia,AUS,1987,41.75618362426758
Australia,AUS,1988,44.72029495239258
Australia,AUS,1989,44.7336311340332
Australia,AUS,1990,46.06816482543945
Australia,AUS,1991,48.60013198852539
Australia,AUS,1992,49.31339645385742
Australia,AUS,1993,50.644046783447266
Australia,AUS,1994,50.04644775390625
Australia,AUS,1995,48.93909454345703
Australia,AUS,1996,50.33649826049805
Australia,AUS,1997,50.466796875
Australia,AUS,1998,50.32378387451172
Australia,AUS,1999,52.00978469848633
Australia,AUS,2000,52.06520080566406
Australia,AUS,2001,50.915435791015625
Australia,AUS,2002,52.750038146972656
Australia,AUS,2003,54.6381950378418
Australia,AUS,2004,56.69123458862305
Australia,AUS,2005,60.83620071411133
Australia,AUS,2006,62.26664733886719
Australia,AUS,2007,59.896087646484375
Australia,AUS,2008,56.388545989990234
Australia,AUS,2009,59.178157806396484
Australia,AUS,2010,65.0732650756836
Australia,AUS,2011,88.66018676757812
Australia,AUS,2012,87.37708282470703
Australia,AUS,2013,101.30240631103516
Australia,AUS,2014,93.46402740478516
Australia,AUS,2015,100.61268615722656
Australia,AUS,2016,115.45447540283203
Australia,AUS,2017,108.02023315429688
Australia,AUS,2018,134.56378173828125
Australia,AUS,2019,149.0991668701172
Australia,AUS,2020,171.9458465576172
Australia,AUS,2021,205.49954223632812
Austria,AUT,1965,47.55725860595703
Austria,AUT,1966,51.247581481933594
Austria,AUT,1967,52.332794189453125
Austria,AUT,1968,53.77284622192383
Austria,AUT,1969,49.43494415283203
Austria,AUT,1970,62.95341491699219
Austria,AUT,1971,49.736854553222656
Austria,AUT,1972,51.11924743652344
Austria,AUT,1973,56.801395416259766
Austria,AUT,1974,67.15972900390625
Austria,AUT,1975,70.36214447021484
Austria,AUT,1976,60.812259674072266
Austria,AUT,1977,73.69053649902344
Austria,AUT,1978,73.74967956542969
Austria,AUT,1979,83.0819320678711
Austria,AUT,1980,86.0776596069336
Austria,AUT,1981,91.21512603759766
Austria,AUT,1982,91.36002349853516
Austria,AUT,1983,90.50249481201172
Austria,AUT,1984,79.39387512207031
Austria,AUT,1985,94.0130615234375
Austria,AUT,1986,95.49253845214844
Austria,AUT,1987,107.533447265625
Austria,AUT,1988,107.73591613769531
Austria,AUT,1989,107.26399230957031
Austria,AUT,1990,96.89258575439453
Austria,AUT,1991,96.97278594970703
Austria,AUT,1992,107.3800048828125
Austria,AUT,1993,112.99008178710938
Austria,AUT,1994,109.5274887084961
Austria,AUT,1995,115.67312622070312
Austria,AUT,1996,106.39691925048828
Austria,AUT,1997,112.44349670410156
Austria,AUT,1998,116.06900787353516
Austria,AUT,1999,125.7847900390625
Austria,AUT,2000,128.99107360839844
Austria,AUT,2001,124.92068481445312
Austria,AUT,2002,123.12208557128906
Austria,AUT,2003,103.1399154663086
Austria,AUT,2004,115.473388671875
Austria,AUT,2005,118.82486724853516
Austria,AUT,2006,120.2923583984375
Austria,AUT,2007,127.58023834228516
Austria,AUT,2008,131.5885467529297
Austria,AUT,2009,139.61538696289062
Austria,AUT,2010,132.76695251464844
Austria,AUT,2011,120.84134674072266
Austria,AUT,2012,148.79188537597656
Austria,AUT,2013,145.0525665283203
Austria,AUT,2014,144.66635131835938
Austria,AUT,2015,138.20767211914062
Austria,AUT,2016,145.64501953125
Austria,AUT,2017,144.09385681152344
Austria,AUT,2018,140.98167419433594
Austria,AUT,2019,152.49453735351562
Austria,AUT,2020,153.16537475585938
Austria,AUT,2021,154.3743896484375
Azerbaijan,AZE,1985,3.8812310695648193
Azerbaijan,AZE,1986,2.3783974647521973
Azerbaijan,AZE,1987,2.3783974647521973
Azerbaijan,AZE,1988,2.064762592315674
Azerbaijan,AZE,1989,2.064762592315674
Azerbaijan,AZE,1990,4.902688026428223
Azerbaijan,AZE,1991,5.202231407165527
Azerbaijan,AZE,1992,5.166747093200684
Azerbaijan,AZE,1993,7.173655986785889
Azerbaijan,AZE,1994,5.411290168762207
Azerbaijan,AZE,1995,4.601075172424316
Azerbaijan,AZE,1996,4.544892311096191
Azerbaijan,AZE,1997,5.062365531921387
Azerbaijan,AZE,1998,5.769085884094238
Azerbaijan,AZE,1999,4.453226089477539
Azerbaijan,AZE,2000,4.536021709442139
Azerbaijan,AZE,2001,3.8220620155334473
Azerbaijan,AZE,2002,5.896045684814453
Azerbaijan,AZE,2003,7.16330623626709
Azerbaijan,AZE,2004,7.938951015472412
Azerbaijan,AZE,2005,8.617156982421875
Azerbaijan,AZE,2006,7.164729118347168
Azerbaijan,AZE,2007,6.68449592590332
Azerbaijan,AZE,2008,6.272049903869629
Azerbaijan,AZE,2009,6.452557563781738
Azerbaijan,AZE,2010,9.566865921020508
Azerbaijan,AZE,2011,7.381607532501221
Azerbaijan,AZE,2012,4.9930644035339355
Azerbaijan,AZE,2013,4.276658535003662
Azerbaijan,AZE,2014,3.812819719314575
Azerbaijan,AZE,2015,4.7246904373168945
Azerbaijan,AZE,2016,5.679174900054932
Azerbaijan,AZE,2017,5.077308177947998
Azerbaijan,AZE,2018,5.259206771850586
Azerbaijan,AZE,2019,4.831787586212158
Azerbaijan,AZE,2020,3.5048162937164307
Azerbaijan,AZE,2021,4.034252643585205
Bangladesh,BGD,1971,0.517473042011261
Bangladesh,BGD,1972,0.517473042011261
Bangladesh,BGD,1973,0.9787632822990417
Bangladesh,BGD,1974,0.7185483574867249
Bangladesh,BGD,1975,1.2892471551895142
Bangladesh,BGD,1976,1.4607527256011963
Bangladesh,BGD,1977,1.2922041416168213
Bangladesh,BGD,1978,1.4962366819381714
Bangladesh,BGD,1979,1.735752820968628
Bangladesh,BGD,1980,1.7239247560501099
Bangladesh,BGD,1981,1.8481183052062988
Bangladesh,BGD,1982,1.5465052127838135
Bangladesh,BGD,1983,1.9575269222259521
Bangladesh,BGD,1984,2.652419328689575
Bangladesh,BGD,1985,2.1852149963378906
Bangladesh,BGD,1986,1.330645203590393
Bangladesh,BGD,1987,1.5287632942199707
Bangladesh,BGD,1988,1.9959676265716553
Bangladesh,BGD,1989,2.7204298973083496
Bangladesh,BGD,1990,2.613978385925293
Bangladesh,BGD,1991,2.477957010269165
Bangladesh,BGD,1992,2.3537633419036865
Bangladesh,BGD,1993,1.797849416732788
Bangladesh,BGD,1994,2.5045700073242188
Bangladesh,BGD,1995,1.0999999046325684
Bangladesh,BGD,1996,2.1852149963378906
Bangladesh,BGD,1997,2.126075267791748
Bangladesh,BGD,1998,2.557796001434326
Bangladesh,BGD,1999,2.46317195892334
Bangladesh,BGD,2000,2.214784860610962
Bangladesh,BGD,2001,2.9172234535217285
Bangladesh,BGD,2002,2.1864986419677734
Bangladesh,BGD,2003,2.1748039722442627
Bangladesh,BGD,2004,2.1638293266296387
Bangladesh,BGD,2005,2.154419183731079
Bangladesh,BGD,2006,2.1511247158050537
Bangladesh,BGD,2007,2.147860288619995
Bangladesh,BGD,2008,2.7204067707061768
Bangladesh,BGD,2009,1.2521021366119385
Bangladesh,BGD,2010,2.166910409927368
Bangladesh,BGD,2011,2.5902912616729736
Bangladesh,BGD,2012,2.40647554397583
Bangladesh,BGD,2013,2.368055582046509
Bangladesh,BGD,2014,2.0198256969451904
Bangladesh,BGD,2015,2.975189208984375
Bangladesh,BGD,2016,2.979855537414551
Bangladesh,BGD,2017,3.436772108078003
Bangladesh,BGD,2018,3.039945125579834
Bangladesh,BGD,2019,3.055532693862915
Bangladesh,BGD,2020,2.887704610824585
Bangladesh,BGD,2021,2.9864773750305176
Belarus,BLR,1985,0.05913972109556198
Belarus,BLR,1986,0.05913972109556198
Belarus,BLR,1987,0.05913972109556198
Belarus,BLR,1988,0.05913972109556198
Belarus,BLR,1989,0.05913972109556198
Belarus,BLR,1990,0.05913972109556198
Belarus,BLR,1991,0.05322583019733429
Belarus,BLR,1992,0.050268884748220444
Belarus,BLR,1993,0.056182775646448135
Belarus,BLR,1994,0.056182775646448135
Belarus,BLR,1995,0.05913972109556198
Belarus,BLR,1996,0.047311943024396896
Belarus,BLR,1997,0.06209666654467583
Belarus,BLR,1998,0.08279582858085632
Belarus,BLR,1999,0.056182775646448135
Belarus,BLR,2000,0.07983861118555069
Belarus,BLR,2001,0.08813361078500748
Belarus,BLR,2002,0.08464611321687698
Belarus,BLR,2003,0.08120360225439072
Belarus,BLR,2004,0.09801110625267029
Belarus,BLR,2005,0.10594388097524643
Belarus,BLR,2006,0.1088113859295845
Belarus,BLR,2007,0.14649082720279694
Belarus,BLR,2008,0.21774055063724518
Belarus,BLR,2009,0.320009708404541
Belarus,BLR,2010,0.39582139253616333
Belarus,BLR,2011,0.4301508665084839
Belarus,BLR,2012,0.5171233415603638
Belarus,BLR,2013,0.6607630848884583
Belarus,BLR,2014,0.609790563583374
Belarus,BLR,2015,0.7282630801200867
Belarus,BLR,2016,0.9452333450317383
Belarus,BLR,2017,1.9138574600219727
Belarus,BLR,2018,1.7792885303497314
Belarus,BLR,2019,2.185779333114624
Belarus,BLR,2020,2.8383591175079346
Belarus,BLR,2021,2.9792914390563965
Belgium,BEL,1965,0.8043010830879211
Belgium,BEL,1966,0.8841396570205688
Belgium,BEL,1967,0.7037633061408997
Belgium,BEL,1968,0.7215052843093872
Belgium,BEL,1969,0.6801074743270874
Belgium,BEL,1970,0.7274194359779358
Belgium,BEL,1971,0.3962366580963135
Belgium,BEL,1972,0.5322580337524414
Belgium,BEL,1973,0.8759410977363586
Belgium,BEL,1974,1.0544354915618896
Belgium,BEL,1975,0.8060821890830994
Belgium,BEL,1976,0.5042675137519836
Belgium,BEL,1977,1.450839877128601
Belgium,BEL,1978,1.4893816709518433
Belgium,BEL,1979,1.6974799633026123
Belgium,BEL,1980,1.7797043323516846
Belgium,BEL,1981,2.055544137954712
Belgium,BEL,1982,1.131518840789795
Belgium,BEL,1983,1.063776969909668
Belgium,BEL,1984,1.114516019821167
Belgium,BEL,1985,1.0178427696228027
Belgium,BEL,1986,1.394119381904602
Belgium,BEL,1987,1.7395912408828735
Belgium,BEL,1988,1.6598224639892578
Belgium,BEL,1989,1.5322871208190918
Belgium,BEL,1990,1.7074551582336426
Belgium,BEL,1991,1.655286431312561
Belgium,BEL,1992,1.8872630596160889
Belgium,BEL,1993,1.5568318367004395
Belgium,BEL,1994,1.8318194150924683
Belgium,BEL,1995,2.0507709980010986
Belgium,BEL,1996,1.7327393293380737
Belgium,BEL,1997,1.803404450416565
Belgium,BEL,1998,2.3287971019744873
Belgium,BEL,1999,2.6301074028015137
Belgium,BEL,2000,3.220698833465576
Belgium,BEL,2001,3.3100082874298096
Belgium,BEL,2002,3.518733263015747
Belgium,BEL,2003,3.7072606086730957
Belgium,BEL,2004,4.635882377624512
Belgium,BEL,2005,6.553123950958252
Belgium,BEL,2006,9.17126750946045
Belgium,BEL,2007,10.805009841918945
Belgium,BEL,2008,13.68700122833252
Belgium,BEL,2009,18.29233169555664
Belgium,BEL,2010,23.966978073120117
Belgium,BEL,2011,29.23741912841797
Belgium,BEL,2012,35.058860778808594
Belgium,BEL,2013,38.32429122924805
Belgium,BEL,2014,40.049964904785156
Belgium,BEL,2015,44.69269561767578
Belgium,BEL,2016,45.991519927978516
Belgium,BEL,2017,50.55461120605469
Belgium,BEL,2018,53.83176040649414
Belgium,BEL,2019,59.63924026489258
Belgium,BEL,2020,71.98192596435547
Belgium,BEL,2021,70.70060729980469
Brazil,BRA,1965,75.44758605957031
Brazil,BRA,1966,82.51773834228516
Brazil,BRA,1967,86.31155395507812
Brazil,BRA,1968,90.33602142333984
Brazil,BRA,1969,96.66989135742188
Brazil,BRA,1970,120.47667694091797
Brazil,BRA,1971,131.338134765625
Brazil,BRA,1972,154.57855224609375
Brazil,BRA,1973,175.4955596923828
Brazil,BRA,1974,197.89825439453125
Brazil,BRA,1975,217.52601623535156
Brazil,BRA,1976,249.00003051757812
Brazil,BRA,1977,283.95245361328125
Brazil,BRA,1978,317.4216613769531
Brazil,BRA,1979,364.2690734863281
Brazil,BRA,1980,403.47314453125
Brazil,BRA,1981,408.01885986328125
Brazil,BRA,1982,446.75201416015625
Brazil,BRA,1983,488.5652770996094
Brazil,BRA,1984,541.7632446289062
Brazil,BRA,1985,586.5006713867188
Brazil,BRA,1986,614.5432739257812
Brazil,BRA,1987,626.330322265625
Brazil,BRA,1988,669.4371948242188
Brazil,BRA,1989,691.8067626953125
Brazil,BRA,1990,691.6466674804688
Brazil,BRA,1991,727.7361450195312
Brazil,BRA,1992,745.6218872070312
Brazil,BRA,1993,783.4317626953125
Brazil,BRA,1994,812.139404296875
Brazil,BRA,1995,848.5438232421875
Brazil,BRA,1996,890.6116333007812
Brazil,BRA,1997,928.8463745117188
Brazil,BRA,1998,964.7262573242188
Brazil,BRA,1999,972.205810546875
Brazil,BRA,2000,992.8839111328125
Brazil,BRA,2001,876.4527587890625
Brazil,BRA,2002,936.4166259765625
Brazil,BRA,2003,989.6166381835938
Brazil,BRA,2004,1037.060302734375
Brazil,BRA,2005,1088.5341796875
Brazil,BRA,2006,1113.878173828125
Brazil,BRA,2007,1218.9034423828125
Brazil,BRA,2008,1241.07568359375
Brazil,BRA,2009,1317.6414794921875
Brazil,BRA,2010,1386.8040771484375
Brazil,BRA,2011,1438.8502197265625
Brazil,BRA,2012,1404.7198486328125
Brazil,BRA,2013,1376.2481689453125
Brazil,BRA,2014,1373.8330078125
Brazil,BRA,2015,1398.251953125
Brazil,BRA,2016,1466.022705078125
Brazil,BRA,2017,1473.2442626953125
Brazil,BRA,2018,1574.7481689453125
Brazil,BRA,2019,1649.8115234375
Brazil,BRA,2020,1649.1878662109375
Brazil,BRA,2021,1613.2760009765625
Bulgaria,BGR,1965,5.913978576660156
Bulgaria,BGR,1966,5.943548202514648
Bulgaria,BGR,1967,5.979032516479492
Bulgaria,BGR,1968,3.8588707447052
Bulgaria,BGR,1969,5.43790340423584
Bulgaria,BGR,1970,6.363440990447998
Bulgaria,BGR,1971,6.416666507720947
